25
50
   0.00000 	  570.82920 	  964.39717 	  428.71372 	  415.77994 	  718.30046 	  859.46941 	 1224.12171 	  700.05649 	  660.24334 	  582.09204 	 2350.70552 	  300.20069 	  473.08063 	  803.22792 	  426.84830 	  608.01073 	  813.74963 	 1709.70478 	  635.53064 	  525.88132 	 1867.18975 	 1841.71511 	  364.94772 	  502.16297 	 
 418.86419 	    0.00000 	  463.19387 	  660.60647 	  343.72167 	  312.63158 	 1478.28995 	 1458.22225 	  443.03996 	  918.74012 	  888.30121 	 2091.19075 	  728.04876 	 1176.25262 	  691.84631 	  967.37118 	  218.92830 	   72.11425 	 2554.42848 	  183.98966 	  572.35848 	 1951.37382 	 2475.62153 	 1005.69546 	   29.61500 	 
 804.21971 	  315.79324 	    0.00000 	  911.02782 	  672.03295 	  419.24734 	 1793.58023 	 1398.30702 	  685.45823 	 1688.05597 	 1406.90588 	 1885.60256 	 1425.20355 	 1209.35940 	 1036.13067 	 1368.82553 	  176.66891 	  306.16877 	 2531.79260 	  546.41655 	 1053.04847 	 3246.94113 	 2946.10911 	 1381.10336 	  500.51839 	 
 771.37840 	  713.91598 	  910.02016 	    0.00000 	  232.95435 	  242.15682 	  586.08208 	 1153.61140 	  166.57566 	  978.24244 	  426.56539 	 1782.76376 	  366.73651 	 1225.83070 	  444.74081 	  851.70233 	  554.84983 	  816.73048 	 1835.50612 	  420.53408 	  185.94511 	 1391.70573 	 1826.00993 	  902.20903 	  724.27792 	 
 280.28013 	  434.01539 	  737.15226 	  280.29809 	    0.00000 	  253.69504 	  713.95002 	  757.02073 	  167.46690 	 1021.71939 	  424.74175 	 1380.49940 	  506.71420 	 1127.05182 	  509.66443 	  636.63807 	  482.97664 	  376.25259 	 1106.50216 	  194.36292 	  369.70426 	 1456.75796 	 2252.32153 	  930.96661 	  391.85091 	 
 470.29568 	  276.39075 	  694.03364 	  222.53986 	  163.25607 	    0.00000 	 1033.12771 	 1303.21109 	  100.09419 	 1186.21018 	  635.63108 	 1699.52302 	  808.04645 	 1228.85633 	  509.33334 	  703.43686 	  297.75235 	  458.63730 	 1913.93376 	  104.49894 	  541.84877 	 1928.30680 	 1649.18630 	  833.42006 	  246.21100 	 
 804.67118 	 1205.90970 	 1466.57570 	  941.56947 	 1001.71076 	 1311.33345 	    0.00000 	  860.36566 	  719.16561 	  253.49741 	  408.54979 	  891.36188 	  345.43790 	  908.45263 	  798.47917 	  371.05545 	 1262.73812 	 1446.10253 	  807.51608 	 1025.30923 	  543.51984 	 1881.83128 	 1811.73012 	 1096.62799 	 1013.65034 	 
1551.91608 	 1704.45836 	 1831.76750 	 1068.32806 	  987.31742 	  857.55503 	  558.86849 	    0.00000 	 1239.71742 	  990.85179 	  532.74231 	  762.45684 	  621.51044 	 1988.76995 	  818.74478 	  920.28617 	 1213.60402 	 1356.44703 	  609.86636 	  984.53061 	  965.57393 	  714.90734 	  932.42010 	 1792.77770 	 1313.62716 	 
 725.76499 	  349.82764 	  608.24802 	  253.31241 	  281.67387 	   74.20886 	 1029.11757 	 1012.15894 	    0.00000 	  828.47977 	  477.33858 	 1472.91154 	  572.64302 	 1057.17873 	  544.32273 	  668.39165 	  568.93775 	  584.40406 	 1928.12568 	  158.97115 	  370.02082 	 1759.23773 	 2288.29721 	  814.83601 	  410.63302 	 
 772.51016 	 1168.48968 	 1653.09987 	  667.39392 	  968.30146 	 1331.78531 	  232.16940 	 1104.68016 	 1009.99854 	    0.00000 	  545.23739 	 1588.19046 	  434.17521 	 1099.15656 	 1072.09605 	  315.20077 	 1343.14054 	 1587.17507 	 1043.91317 	 1259.79090 	  770.83159 	 1678.45026 	 2378.50635 	  813.01914 	 1119.52539 	 
 556.63640 	 1128.60937 	 1347.06492 	  426.42885 	  452.37543 	  724.06583 	  327.28629 	  426.73373 	  539.38848 	  793.84780 	    0.00000 	 1148.54654 	  478.29597 	  965.37330 	  464.25122 	  761.72591 	 1024.50882 	 1261.72148 	  915.34713 	  754.23634 	  173.63263 	 1848.63204 	 1148.35260 	 1341.50598 	 1120.28669 	 
2200.24265 	 1657.68467 	 3350.22325 	 1583.60535 	 1521.42950 	 2020.67757 	 1031.08545 	  836.05223 	 1409.19809 	 1468.78927 	 1016.32668 	    0.00000 	 1705.38433 	 2417.04115 	 1719.63785 	 1213.80929 	 1767.68710 	 2273.85377 	  407.21310 	 2339.60495 	 1891.69528 	  385.58105 	  833.68148 	 2547.84571 	 2008.59675 	 
 238.83073 	  976.79448 	 1440.73713 	  556.29380 	  453.54802 	  774.65050 	  304.12445 	  779.77980 	  462.64994 	  431.60004 	  404.83806 	 1267.64859 	    0.00000 	 1101.14732 	  770.92191 	  313.58313 	  949.06527 	  732.20980 	 1157.75248 	  708.92940 	  274.54412 	 1278.37072 	 1885.30175 	  694.03588 	  670.46283 	 
 617.05545 	  709.42067 	 1228.10291 	 1421.95084 	 1100.20561 	 1334.16425 	 1051.88193 	 2001.46543 	  925.24914 	 1093.84160 	 1117.48569 	 2385.22787 	  610.50210 	    0.00000 	 1591.32245 	  516.87007 	 1203.52514 	  753.13987 	 1452.99667 	 1309.04692 	 1035.80713 	 2547.39038 	 2888.23727 	  213.47696 	 1106.12784 	 
 893.14669 	  682.95342 	  928.97885 	  339.92229 	  700.12019 	  776.12605 	  624.35302 	  513.83457 	  386.43497 	 1016.21275 	  373.19234 	 1672.12705 	  891.38724 	 1848.00309 	    0.00000 	 1278.17309 	 1028.31660 	  870.07886 	 1277.28247 	  652.84265 	  348.98138 	 1675.71147 	 1619.09539 	 1408.56253 	  803.75903 	 
