25
100
   0.00000 	  458.00574 	 1039.42952 	  548.55554 	  387.24305 	  518.87576 	  666.83650 	 1287.64911 	  780.34147 	  794.86989 	  668.99244 	 1990.30968 	  382.73176 	  638.49543 	 1003.13897 	  387.01915 	  924.49226 	  630.53747 	 1509.13052 	  555.45264 	  574.19965 	 2244.48771 	 2740.04568 	  458.32850 	  429.74193 	 
 584.50790 	    0.00000 	  324.66788 	  478.38714 	  474.19872 	  380.17898 	 1240.48872 	 1211.18219 	  296.06494 	  938.57289 	  789.83114 	 2462.46194 	  749.64728 	 1014.14119 	 1159.11741 	  884.34639 	  231.49143 	  122.73904 	 2044.61796 	  237.52583 	  691.06072 	 1771.81432 	 2342.51904 	  782.03769 	   32.06833 	 
 693.19475 	  426.72140 	    0.00000 	  949.06624 	  663.95226 	  722.05861 	 1912.70173 	 1835.92511 	  645.78521 	 1530.17557 	  952.20808 	 3329.92563 	 1310.09597 	  911.74472 	 1388.04167 	 1389.77230 	  246.33886 	  331.89720 	 2676.32838 	  557.89089 	 1010.44482 	 2627.27170 	 2196.32985 	  892.08261 	  487.22773 	 
 641.89185 	  706.92303 	 1093.74349 	    0.00000 	  198.34108 	  354.89760 	  781.05202 	  956.62262 	  222.12118 	 1043.39838 	  365.86046 	 2183.76703 	  384.74160 	 1210.75782 	  400.65654 	  979.99261 	  899.47125 	  845.97194 	 1552.50060 	  505.72026 	  205.36488 	 1722.65244 	 1309.38118 	 1279.30606 	  612.00403 	 
 463.73973 	  369.99755 	  760.76460 	  234.49470 	    0.00000 	  276.02671 	  747.86485 	 1317.02515 	  264.91293 	  848.43640 	  659.95738 	 1989.04298 	  450.83861 	 1082.40119 	  665.22207 	  671.50668 	  595.53232 	  439.79766 	 1687.71795 	  319.17638 	  242.88919 	 1657.91326 	 1841.45768 	  628.21329 	  315.87689 	 
 697.46597 	  281.48095 	  577.53988 	  396.53290 	  218.37893 	    0.00000 	  747.67075 	  878.44997 	   81.06856 	 1337.22556 	  790.69395 	 1861.20386 	  700.85327 	  826.68474 	  610.62699 	  848.27893 	  316.88262 	  419.38218 	 2003.53936 	  117.26565 	  477.16482 	 1992.73042 	 2305.04742 	 1031.93593 	  263.91418 	 
 571.11078 	 1295.00408 	 1375.28782 	  903.29601 	  662.66510 	 1156.50908 	    0.00000 	  774.04261 	  705.27555 	  279.92575 	  512.34927 	 1086.03529 	  451.99946 	  902.48231 	  598.11875 	  450.61604 	  987.54332 	 1638.37264 	  953.36961 	  981.56466 	  566.26582 	 1660.23996 	 1861.10691 	  670.95285 	 1377.57526 	 
1567.37079 	 1124.25180 	 1404.16706 	  994.87232 	 1402.03314 	  900.37664 	  611.67492 	    0.00000 	  833.98721 	 1026.60407 	  438.88898 	  771.47883 	  789.11744 	 2225.93983 	  673.49321 	 1331.78399 	 1367.62872 	 1339.95408 	  471.05117 	 1567.60593 	  668.44998 	  753.98388 	 1200.00892 	 1603.36971 	 1710.09233 	 
 768.32268 	  405.17689 	  522.37201 	  305.97717 	  294.38344 	  121.41948 	  953.48443 	 1310.76944 	    0.00000 	  852.08612 	  508.37252 	 2122.16322 	  745.80696 	 1071.87438 	  494.89748 	  994.53888 	  592.13879 	  575.38508 	 1646.65377 	  191.37791 	  508.14774 	 2593.30081 	 2011.20838 	 1197.12424 	  377.92681 	 
 718.72019 	 1090.51465 	 1292.00944 	  655.46741 	  887.26071 	  937.31978 	  235.07782 	  741.64916 	  817.33716 	    0.00000 	  659.00501 	 1240.19551 	  579.50578 	 1061.36422 	 1322.39826 	  392.88432 	 1382.75863 	 1353.45565 	  997.67007 	 1307.39985 	  844.02281 	 1496.04929 	 2122.13894 	  797.92561 	  853.14703 	 
